Kategoria,Źródło,Tytuł,Data,Link,Podsumowanie,CVE_ID,CVSS_Score,Severity
Luka,Mdsec,CVE-2024-21111 – Local Privilege Escalation in Oracle VirtualBox,2024-04-25 13:23,https://www.mdsec.co.uk/2024/04/cve-2024-21111-local-privilege-escalation-in-oracle-virtualbox/,"VirtualBox is a popular open source, cross-platform, virtualization software developed by Oracle Corporation. Earlier this year we identified an arbitrary file move vulnerability in the VirtualBox system service service that...
The post CVE-2024-21111 – Local Privilege Escalation in Oracle VirtualBo...",,,
Luka,Project Zero Rca,CVE-2023-6345:,2024-04-18 11:30,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2023/CVE-2023-6345.html,,,,
Luka,Shielder,"Element Android CVE-2024-26131, CVE-2024-26132 - Never Take Intents From Strangers",2024-04-18 08:00,https://www.shielder.com/blog/2024/04/element-android-cve-2024-26131-cve-2024-26132-never-take-intents-from-strangers/,"TL;DR
During a security audit of Element Android, the official Matrix client for Android, we have identified two vulnerabilities in how specially forged intents generated from other apps are handled by the application. As an impact, a malicious application would be able to significatively break the ...",,,
Luka,Hacktus,More of Games-related Bugs!,2024-04-12 10:59,https://hacktus.tech/more-of-games-related-bugs,"Exploring Chests or Boxes: Unraveling the Secrets 🎲
In the digital realm of gaming, chests and boxes are akin to Pandora's Box, each unveiling unique rewards and surprises. For instance, you're generally allowed to open a 'Golden Box', but what if, ...",,,
Luka,Ods Security Research,Fault Injection and the Supply Chain,2024-03-31 00:00,https://oddsolutions.github.io/Fault-Injection-And-The-Supply-Chain/,NullCon Berlin 2024!,,,
Luka,Oversecured,Oversecured Apps Care. Part 1: Vulnerability disclosure of 225 Google apps,2024-03-21 09:00,https://blog.oversecured.com/Oversecured-Apps-Care-Part-1-Vulnerability-disclosure-of-225-Google-apps/,"Oversecured Apps Care At Oversecured, our core mission is to make the Internet safer for everyone.",,,
Luka,Microsoft Bvr,Making Mojo Exploits More Difficult,2024-03-14 06:30,https://microsoftedge.github.io/edgevr/posts/Making-Mojo-Exploits-More-Difficult/,,,,
Luka,Secfault Security,OpenOlat - XML external entity (XXE) injection (CVE-2024-28198),2024-03-12 00:00,https://secfault-security.com/blog/openolat-xxe.html,"Posted on March 12, 2024 by maik
Overview
OpenOlat is a learning management system (LMS), an internet-based learning platform for teaching, learning, assessment and communication. It is used by a number of universities, companies and other private and public institutions and can be adapted to organi...",,,
Luka,Meta Redteam Advisories,Android packages.list newline injection allows run-as as any app from ADB,2024-03-04 00:00,https://github.com/metaredteam/external-disclosures/security/advisories/GHSA-m7fh-f3w4-r6v2,,,,
Luka,Meta Redteamx,Bypassing the “run-as” debuggability check on Android via newline injection,2024-03-04 00:00,https://rtx.meta.security/exploitation/2024/03/04/Android-run-as-forgery.html,"An attacker with ADB access to an Android device can trick the “run-as” tool into believing any app is debuggable. By doing so, they can read and write private data and invoke system APIs as if they were most apps on the system—including many privileged apps, but not ones that run as the system user...",,,
Luka,Hacktus,"Diving Back into Games-related Bugs! , especially, cards related games! 🕹️🎮",2024-02-22 10:37,https://hacktus.tech/diving-back-into-games-related-bugs-especially-cards-related-games,"it's been a while since I tweeted about these kind of flaws, so here we are adding 3 more common bugs I see in games into the list ;)  
In the landscape of online games, particularly those involving cards or characters, players frequently encounter a...",,,
Luka,Hacktus,🎮 Diving Back into Games-related Bugs!,2024-02-22 09:08,https://hacktus.tech/diving-back-into-games-related-bugs,"Daily Rewards? 🗓️

Although we talked about it last time, this specific one can have a lot of attack vectors. Ever wondered if you could trick a game into giving you daily rewards early? Turns out, you often can. It's as simple as playing around wit...",,,
Luka,Hacktus,Unveiling the Arcane Art of Intercepting HTTPS Traffic in Desktop Apps & Games!,2024-02-22 08:51,https://hacktus.tech/unveiling-the-arcane-art-of-intercepting-https-traffic-in-desktop-apps-games,"NOTE: This journey is fraught with challenges like SSL pinning - a hurdle I'll tackle in my next post. For now, let's master the basics.
⏪ Quick Recap: In my last thread, we explored bugs in game hacking. Some of you inquired further - how do I inter...",,,
Luka,Johan Carlsson,CSP bypass on PortSwigger.net using Google script resources,2024-02-19 19:42,https://joaxcar.com/blog/2024/02/19/csp-bypass-on-portswigger-net-using-google-script-resources/,"Portswigger just disclosed a report of mine over on HackerOne. It’s an unusual report in that the issue reported is purely a CSP bypass. I thought that I could provide a bit of context to the report to answer some questions raised in relation to it. First a TL;DR
The post CSP bypass on PortSwigger.n...",,,
Luka,Spaceraccoon,Back to the (Clip)board with Microsoft Whiteboard and Excalidraw in Meta (CVE-2023-26140),2024-02-04 05:01,https://spaceraccoon.dev/clipboard-microsoft-whiteboard-excalidraw-meta/,"It’s always interesting to find edge cases in strong appsec programmes like Meta and Google that have generally solved entire bug classes like cross-site scripting because it highlights potential blind spots in appsec strategy. In particular, I’m still fascinated by the Clipboard API that seems to e...",,,
Luka,Shielder,Hunting for ~~Un~~authenticated n-days in Asus Routers,2024-01-30 10:00,https://www.shielder.com/blog/2024/01/hunting-for-~~un~~authenticated-n-days-in-asus-routers/,"TL;DR
After reading online the details of a few published critical CVEs affecting ASUS routers, we decided to analyze the vulnerable firmware and possibly write an n-day exploit. While we identified the vulnerable piece of code and successfully wrote an exploit to gain RCE, we also discovered that i...",,,
Luka,Meta Redteamx,Missing signs: how several brands forgot to secure a key piece of Android,2024-01-30 00:00,https://rtx.meta.security/exploitation/2024/01/30/Android-vendors-APEX-test-keys.html,We recently discovered that Android devices from multiple major brands sign APEX modules—updatable units of highly-privileged OS code—using private keys from Android’s public source repository. Anyone can forge an APEX update for such a device to gain near-total control over it. Rather than negligen...,,,
Luka,Johan Carlsson,Hunting for Prototype Pollution gadgets in jQuery (intigriti 0124 challenge),2024-01-26 10:54,https://joaxcar.com/blog/2024/01/26/hunting-for-prototype-pollution-gadgets-in-jquery-intigriti-0124-challenge/,This post summarizes what I learned from spending way too much time on the Intigriti January 2024 challenge created by Kevin Mizu. The challenge made for a great exercise using prototype pollution as a vector to achieve cross-site scripting. It also allowed me to practice some JavaScript source code...,,,
Luka,Slonser Notes,CVE-2023-5480: Chrome new XSS Vector,2024-01-25 17:00,https://blog.slonser.info/posts/cve-2023-5480/,"Chrome XSS The article is informative and intended for security specialists conducting testing within the scope of a contract. The author is not responsible for any damage caused by the application of the provided information. The distribution of malicious programs, disruption of system operation, a...",,,
Luka,Assetnote,High Signal Detection and Exploitation of Ivanti's Pulse Connect Secure Auth Bypass & RCE,2024-01-18 13:00,https://blog.assetnote.io/2024/01/19/ivanti-pulse-connect-secure-auth-bypass-rce/,,,,
Luka,Microsoft Bvr,Browser Security Bugs that Aren't - #1: Local Attacks,2024-01-02 15:30,https://microsoftedge.github.io/edgevr/posts/Browser-Security-Bugs-that-Aren-t-part-1/,,,,
Luka,Aleph Research Vulns,The firmware of the Kontrol Lux lock can be updated w/o AuthZ/AuthC,2023-12-21 00:00,https://alephsecurity.com/vulns/aleph-2024007,,,,
Luka,Aleph Research Vulns,The Kontrol Lux lock can be forced to process arbitrary unencrypted messages,2023-12-21 00:00,https://alephsecurity.com/vulns/aleph-2024006,,,,
Luka,Project Zero Rca,CVE-2023-36033: Windows DWM Core Library Elevation of Privilege Vulnerability,2023-12-20 20:15,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2023/CVE-2023-36033.html,,,,
Luka,Stratum Security,Apache Lucene Injection on Auth0 Integration,2023-12-18 14:30,https://blog.stratumsecurity.com/2023/12/18/apache-lucene-injection-on-auth0-implementation/,Apache Lucene Injection was discovered on a past assessment this year and I learned that this vulnerability wasn't mentioned much online. The reason for this is probably because Lucene Injection is limited compared to SQL Injection. Lucene Injection can only be used to query the data (index) that,,,
Luka,Johan Carlsson,Having some fun with JavaScript hoisting,2023-12-13 09:11,https://joaxcar.com/blog/2023/12/13/having-some-fun-with-javascript-hoisting/,"This will be a quick recap of some XSS challenges posted on Twitter during November/December of 2023, showing the usage and abuse of hoisting in JavaScript. If you have not had time to try the challenges yourself, I suggest doing that before reading any further. You learn more by banging your head a...",,,
Luka,Project Zero Rca,CVE-2021-4102: Chrome incorrect node elision in Turbofan leads to unexpected WriteBarrier elision,2023-12-04 19:15,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2021/CVE-2021-4102.html,,,,
Luka,Taszk,CVE-2022-21766: Mediatek CCCI Kernel Driver Stack Buffer Overflow,2023-11-28 00:00,https://labs.taszk.io/blog/post/83_mtk_ccci3_bof/,We have identified a new stack buffer overflow vulnerability in Mediatek’s Linux Kernel driver implementation of cellular-to-application processor communication interface (CCCI). The vulnerability can be exploited by a malicious (compromised) baseband runtime to achieve arbitrary code execution in t...,,,
Luka,Taszk,CVE-2022-21744: Mediatek Baseband GPRS PNCD Heap Buffer Overflow,2023-11-28 00:00,https://labs.taszk.io/blog/post/84_mtk_pncd_bof/,"We have identified a new heap buffer overflow vulnerability in Mediatek’s baseband implementation. The vulnerability can be exploited to achieve arbitrary code execution in the baseband runtime.
The vulnerability we are disclosing in this advisory affected a wide range of Mediatek devices, including...",,,
Luka,Taszk,CVE-2022-21765: Mediatek CCCI Kernel Driver OOB Write,2023-11-28 00:00,https://labs.taszk.io/blog/post/81_mtk_ccci1_oob_write/,We have identified a new out-of-bound write vulnerability in Mediatek’s Linux Kernel driver implementation of cellular-to-application processor communication interface (CCCI). The vulnerability can be exploited by a malicious (compromised) baseband runtime to achieve arbitrary code execution in the ...,,,
Luka,Taszk,CVE-2022-21769: Mediatek CCCI Kernel Driver OOB Read,2023-11-28 00:00,https://labs.taszk.io/blog/post/82_mtk_ccci2_oob_read/,We have identified a new out-of-bound read vulnerability in Mediatek’s Linux Kernel driver implementation of cellular-to-application processor communication interface (CCCI). The vulnerability can be exploited by a malicious (compromised) baseband runtime to leak information from the kernel runtime ...,,,
Luka,Taszk,CVE-2023-21517: Samsung Baseband LTE ESM TFT Heap Buffer Overflow,2023-11-28 00:00,https://labs.taszk.io/blog/post/85_ss_esm_bof/,"We have identified a new heap buffer overflow vulnerability in Samsung’s baseband implementation (mainly used in Exynos chipsets). The vulnerability can be exploited to achieve arbitrary code execution in the baseband runtime.
The vulnerability we are disclosing in this advisory affected a wide rang...",,,
Luka,Taszk,CVE-2023-30644: Samsung RIL Stack Buffer Overflow,2023-11-28 00:00,https://labs.taszk.io/blog/post/91_ss_sipc_stack_bof_2/,"We have identified a new stack buffer overflow vulnerability in Samsung’s Android Radio Interface Layer implementation. The vulnerability can be exploited by a malicious (compromised) baseband runtime to achieve denial of service in Android in the radio context.
The vulnerability we are disclosing i...",,,
Luka,Taszk,CVE-2023-30645: Samsung RIL Heap Buffer Overflow,2023-11-28 00:00,https://labs.taszk.io/blog/post/89_ss_sipc_heap_bof_4/,"We have identified a new heap buffer overflow vulnerability in Samsung’s Android Radio Interface Layer implementation. The vulnerability can be exploited by a malicious (compromised) baseband runtime to achieve arbitrary code execution in Android in the radio context.
The vulnerability we are disclo...",,,
Luka,Taszk,CVE-2023-30646: Samsung RIL Heap Buffer Overflow,2023-11-28 00:00,https://labs.taszk.io/blog/post/88_ss_sipc_heap_bof_3/,"We have identified a new heap buffer overflow vulnerability in Samsung’s Android Radio Interface Layer implementation. The vulnerability can be exploited by a malicious (compromised) baseband runtime to achieve arbitrary code execution in Android in the radio context.
The vulnerability we are disclo...",,,
Luka,Intrigus,ISL-2021-001: Insecure TrustManager in ballerina-platform/ballerina-lang,2023-11-27 00:00,https://intrigus.org/advisories/2023/11/27/ISL-2021-001-ballerina-platform-ballerina-lang/,ballerina-platform/ballerina-lang before commit d7e08e0 used an insecure `TrustManager` for HTTPS connections making clients vulnerable to a machine-in-the-middle attack (MiTM) and Remote code execution (RCE).,,,
Luka,Intrigus,Finding Insecure TrustManagers and Disabled Hostname Verification with CodeQL,2023-11-27 00:00,https://intrigus.org/research/2023/11/27/finding-insecure-trust-managers-and-disabled-hostname-verification-with-codeql/,"Certificates are a cornerstone of what makes Internet communication secure. In this post, I'm going to show how to find multiple CVEs in usage of the Java `TrustManager` and `HostnameVerifier` classes.",,,
Luka,Windows Internals,KASLR Leaks Restriction,2023-11-26 20:38,https://windows-internals.com/kaslr-leaks-restriction/?utm_source=rss&utm_medium=rss&utm_campaign=kaslr-leaks-restriction,"In recent years, Microsoft has focused its efforts on mitigating bug classes and exploitation techniques. In latest Windows versions this includes another change that adds a significant challenge to attackers targeting the Windows kernel — restricting kernel address leaks to user mode. With almost a...",,,
Luka,Dfsec Research,"That's FAR-out, Man",2023-11-19 17:37,https://blog.dfsec.com/ios/2023/11/19/thats-far-out-man/,"In mid-2023 we noticed a kernel infoleak which led to the discovery of quite an interesting bug. The infoleak was caused by the access of an uninitialised value in the FAR_EL1 register, which was copied unconditionally by XNU’s exception handler.
An Accidental Discovery
While this bug is buried quit...",,,
Luka,Ysanatomic,Conquering the memory through io_uring - Analysis of CVE-2023-2598,2023-11-17 14:00,http://anatomic.rip/cve-2023-2598/,A logic bug in io_uring leading to Local Privilege Escalation,,,
Luka,Project Zero Rca,CVE-2023-33107: Qualcomm Adreno GPU KGSL_IOCTL_GPUOBJ_IMPORT integer overflow,2023-11-03 15:45,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2023/CVE-2023-33107.html,,,,
Luka,Project Zero Rca,CVE-2023-33106: Qualcomm Adreno GPU KGSL_GPU_AUX_COMMAND_SYNC OOB,2023-11-03 15:45,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2023/CVE-2023-33106.html,,,,
Luka,Project Zero Rca,CVE-2023-4211: Use-after-Free in ARM Mali GPU Driver,2023-11-03 15:45,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2023/CVE-2023-4211.html,,,,
Luka,Spaceraccoon,Hacking HP Display Monitors via Monitor Control Command Set (CVE-2023-5449),2023-10-31 05:01,https://spaceraccoon.dev/hacking-display-monitors-monitor-command-control-set/,"Have you ever wondered how display monitor software can change various settings like brightness over a simple display cable? As it turns out, this relies on a standard protocol that can lead to interesting vulnerabilities. Here’s how I found and exploited CVE-2023-5449 in dozens of HP display monito...",,,
Luka,Renwa,"You Are Not Where You Think You Are, Opera Browsers Address Bar Spoofing Vulnerabilities",2023-10-24 15:30,https://medium.com/@renwa/you-are-not-where-you-think-you-are-opera-browsers-address-bar-spoofing-vulnerabilities-aa36ad8321d8?source=rss-3f8ae70e3957------2,"In addition to the same-origin policy, memory management, and cookie handling, the address bar is also a crucial component of web browsers from a security standpoint. It serves as a straightforward means to determine your location on the web and assess the trustworthiness of the source. With this in...",,,
Luka,Shielder,CVE-2023-33466 - Exploiting Healthcare Servers with Polyglot Files,2023-10-24 10:00,https://www.shielder.com/blog/2023/10/cve-2023-33466-exploiting-healthcare-servers-with-polyglot-files/,"TL;DR
Orthanc is an open source software to manage, exchange and visualize medical imaging data. In versions < 1.12.0, it is affected by an arbitrary file overwrite vulnerability (CVE-2023-33466) that might allow an authenticated attacker to obtain RCE on the system. The CVE was published on June 20...",,,
Luka,Assetnote,Citrix Bleed: Leaking Session Tokens with CVE-2023-4966,2023-10-23 21:35,https://blog.assetnote.io/2023/10/24/citrixbleed-CVE-2023-4966/,,,,
Luka,Project Zero Rca,CVE-2023-26369: Adobe Acrobat PDF Reader RCE when processing TTF fonts,2023-10-17 19:30,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2023/CVE-2023-26369.html,,,,
Luka,Project Zero Rca,CVE-2023-38831: RARLAB WinRAR Code Execution Vulnerability,2023-10-13 15:00,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2023/CVE-2023-38831.html,,,,
Luka,Project Zero Rca,CVE-2023-36802: Microsoft Streaming Service Proxy Elevation of Privilege Vulnerability,2023-10-11 22:00,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2023/CVE-2023-36802.html,,,,
Luka,Ods Security Research,Android Debugging Crash Course,2023-10-10 00:00,https://oddsolutions.github.io/Android-Debugging-Crash-Course/,Understanding the different tools used during debugging,,,
Luka,Johan Carlsson,CVE-2022-4908: SOP bypass in Chrome using Navigation API,2023-10-06 13:31,https://joaxcar.com/blog/2023/10/06/cve-2022-4908-sop-bypass-in-chrome-using-navigation-api/,"Last year, I discovered a Same-Origin Policy (SOP) bypass in Chrome that allowed an attacker to leak the full URLs of another window’s navigation history. While attacks could be conducted cross-origin, these attacks were only possible if the two windows were at the same time considered same-site (If...",,,
Luka,Assetnote,RCE in Progress WS_FTP Ad Hoc via IIS HTTP Modules (CVE-2023-40044),2023-10-03 21:33,https://blog.assetnote.io/2023/10/04/rce-progress-ws-ftp/,,,,
Luka,Isosceles,The WebP 0day,2023-09-21 17:19,https://blog.isosceles.com/the-webp-0day/,"Early last week, Google released a new stable update for Chrome. The update included a single security fix that was reported by Apple's Security Engineering and Architecture (SEAR) team. The issue, CVE-2023-4863, was a heap buffer overflow in the WebP image library, and it had a familiar warning",,,
Luka,Impalabs,Huawei TrustZone CHINADRM_KEY_TA Vulnerability,2023-09-19 00:00,https://blog.impalabs.com/2309_advisory_huawei_trustzone_chinadrm-key-ta.html,"This advisory contains information about the following vulnerabilities:
- TEE_Param Output Buffer Overflow in TZ_CDRM_KeyPrivateKeyDecrypt",,,
Luka,Impalabs,Huawei TrustZone Huawei_TSS_TA Vulnerabilities,2023-09-19 00:00,https://blog.impalabs.com/2309_advisory_huawei_trustzone_huawei-tss-ta.html,"This advisory contains information about the following vulnerabilities:
- Stack Buffer Overflow in TA_GetPayload
- Heap Buffer Overflows and Stack Buffer Overreads in TA_DecryptSKWithCBC and TA_DecryptSKWithGCM
- Heap Buffer Overflow in TA_Gen_Sysintegrity_Jws
- Param Buffer Overread in TA_GetPayloa...",,,
Luka,Impalabs,Huawei TrustZone HuaweiNfcActiveCard Vulnerability,2023-09-19 00:00,https://blog.impalabs.com/2309_advisory_huawei_trustzone_huaweinfcactivecard.html,"This advisory contains information about the following vulnerabilities:
- Buffer Overflow in SplitAidStrtok",,,
Luka,Impalabs,Huawei TrustZone Ifaa Vulnerability,2023-09-19 00:00,https://blog.impalabs.com/2309_advisory_huawei_trustzone_ifaa.html,"This advisory contains information about the following vulnerabilities:
- Stack Buffer Overflow in parcel_read_ifaa_cert",,,
Luka,Impalabs,Huawei TrustZone IfaaKey_TA Vulnerability,2023-09-19 00:00,https://blog.impalabs.com/2309_advisory_huawei_trustzone_ifaakey-ta.html,"This advisory contains information about the following vulnerabilities:
- Parameter Pointers Information Leak in CmdSignWithCert",,,
Luka,Impalabs,Huawei TrustZone TA_HuaweiWallet Vulnerabilities,2023-09-19 00:00,https://blog.impalabs.com/2309_advisory_huawei_trustzone_ta-huaweiwallet.html,"This advisory contains information about the following vulnerabilities:
- Incomplete Caller Verification
- Stack Buffer Overflow in GetCardALLByIndexV2
- Stack Buffer Overflow in genOffPayCodeSeedParam
- Stack Buffer Overflows in decodeCRSCert
- Heap Buffer Overflow in initPayCodeHead
- Heap Buffer ...",,,
Luka,Johan Carlsson,GitLab: CVE-2023-5009,2023-09-18 13:18,https://joaxcar.com/blog/2023/09/18/gitlab-cve-2023-5009/,"Release notes cve.mitre.org bleepingcomputer.com
The post GitLab: CVE-2023-5009 appeared first on Johan Carlsson.",,,
Luka,Meta Redteamx,CVE-2023-4039: GCC’s -fstack-protector fails to guard dynamic stack allocations on ARM64,2023-09-12 00:00,https://rtx.meta.security/mitigation/2023/09/12/CVE-2023-4039.html,,,,
Luka,Isosceles,"What is a ""good"" Linux Kernel bug?",2023-08-30 16:28,https://blog.isosceles.com/what-is-a-good-linux-kernel-bug/,"I found my first Linux kernel vulnerability in 2006, but it wasn't a particularly good one. At the time I was just copying everything that my colleague Ilja van Sprundel was doing, and that was good enough to find something. If you watch Ilja's video from",,,
Luka,Assetnote,Leaking File Contents with a Blind File Oracle in Flarum,2023-08-27 22:00,https://blog.assetnote.io/2023/08/28/leaking-file-contents-with-a-blind-file-oracle-in-flarum/,"Introduction
Flarum is a free, open source PHP-based forum software used for everything from gaming hobbyist sites to cryptocurrency discussion. A quick survey on Shodan suggests there are over 1200 installs exposed to the internet.
Through our research we were able to leak the contents of arbitrary...",,,
Luka,Assetnote,Advisory: Flarum LFI - CVE-2023-40033,2023-08-27 21:00,https://blog.assetnote.io/2023/08/28/advisory-flarum-lfi/,"Summary
An attacker with a basic user forum account can specify a malicious avatar URL that discloses the contents of arbitrary local files on the file system.
Impact
An attacker can read the contents of any local file. An attacker can also conduct blind SSRF attacks.
Affected Software
The following...",,,
Luka,Isosceles,Exploit Equivalence Classes,2023-08-23 17:37,https://blog.isosceles.com/exploit-equivalence-classes/,"A long time ago I went to a small university in New Zealand to get a math degree. It was one of those things that happened mostly through inertia -- like most kids I knew, I wasn't super interested in studying. I signed up for a bunch of",,,
Luka,Assetnote,Finding and Exploiting Citrix NetScaler Buffer Overflow (CVE-2023-3519) (Part 3),2023-08-08 22:00,https://blog.assetnote.io/2023/08/09/exploiting-citrix-netscaler-cve-2023-3519/,"Introduction
A lot has been written about the recent Citrix NetScaler buffer overflow. In the initial rush to get information and platform checks out to customers, some details may not have been fully explained. In this post we hope to rectify that by detailing the full process from the initial anno...",,,
Luka,Isosceles,An Introduction to Exploit Reliability,2023-08-02 16:56,https://blog.isosceles.com/an-introduction-to-exploit-reliability/,"Earlier this year I was invited to give a talk at University of California San Diego (UCSD) for Nadia Heninger's CSE 127 (""Intro to Computer Security""). I chose to talk about modern exploit development, stepping through the process of finding and exploiting some of the memory",,,
Luka,Isosceles,The Legacy of Stagefright,2023-07-26 16:30,https://blog.isosceles.com/the-legacy-of-stagefright/,"IntroductionEvery so often a piece of security research will generate a level of excitement and buzz that's palpable. Dan Kaminsky's DNS bug, Barnaby Jack's ATM Jackpotting, Chris Valasek and Charlie Miller's Jeep hacking escapades. There's something special about the",,,
Luka,Assetnote,Analysis of CVE-2023-3519 in Citrix ADC and NetScaler Gateway (Part 2),2023-07-24 09:15,https://blog.assetnote.io/2023/07/24/citrix-rce-part-2-cve-2023-3519/,"In our last post we uncovered a vulnerability inside Citrix ADC and NetScaler Gateway that was in the patch fix for  CVE-2023-3519. It seems that this vulnerability, while also critical, is not the one that is being exploited in the wild by threat actors.
We continued our analysis and discovered an ...",,,
Luka,Assetnote,Chaining our way to Pre-Auth RCE in Metabase (CVE-2023-38646),2023-07-22 03:59,https://blog.assetnote.io/2023/07/22/pre-auth-rce-metabase/,"Metabase is an open source business intelligence tool that lets you create charts and dashboards using data from a variety of databases and data sources. It’s a popular project, with over 33k stars on GitHub and has had quite a lot of scrutiny from a vulnerability research perspective in the last fe...",,,
Luka,Assetnote,Advisory: Metabase Pre-Auth RCE (CVE-2023-38646),2023-07-21 14:00,https://blog.assetnote.io/2023/07/22/advisory-metabase-rce/,"Summary
An unauthenticated attacker can obtain the setup token for an instance and use it to achieve remote code execution via an endpoint that allows you to validate a H2 database connection. When validating the database, the H2 JDBC driver allows for the attacker to achieve RCE.
Impact
An attacker...",,,
Luka,Assetnote,Analysis of CVE-2023-3519 in Citrix ADC and NetScaler Gateway,2023-07-21 05:37,https://blog.assetnote.io/2023/07/21/citrix-CVE-2023-3519-analysis/,"Update: we have discovered the endpoint being used by threat actors for CVE-2023-3519 and you can read Part 2 of this blog post here.
We have been notified that the patches from Citrix cover more than one vulnerability, and that the issue identified in our blog post may not be the only one. There is...",,,
Luka,Shielder,AWS CodeBuild + S3 == Privilege Escalation,2023-07-10 10:00,https://www.shielder.com/blog/2023/07/aws-codebuild--s3-privilege-escalation/,"Introduction
In the last decade one of the most common patterns observed in web applications is their shift to cloud environments. This means that in 2023 you can’t evaluate the security of a web application without going through a review of its cloud infrastructure as you might miss the elephant in...",,,
Luka,Web Insecurity Blog,SSO Gadgets II: Unauthenticated Client-Side Template Injection to Account Takeover using SSO Gadget Chain,2023-06-29 22:00,https://security.lauritz-holtmann.de/post/csti-xss-sso-gadget-chain/,"The following unauthenticated Client-Side Template Injection (CSTI) resulting in a Cross-Site Scripting (XSS) vulnerability was discovered in a private bug bounty program. While the vulnerability could only be exploited in case a user had no active session at the application, chained with an SSO gad...",,,
Luka,Secfault Security,LibreOffice Arbitrary File Write (CVE-2023-1883),2023-06-19 00:00,https://secfault-security.com/blog/libreoffice.html,"Posted on June 19, 2023 by greg
During our internal research, we’ve decided to take a look at the LibreOffice suite, because.. why not?
While performing a cursory inspection of the LibreOffice Base desktop database, we stumbled across an (arbitrary) file write issue. The fine folks at LibreOffice im...",,,
Luka,Pi3 Blog,CVE-2023-34367,2023-06-16 20:25,https://blog.pi3.com.pl/?p=1003,"Blind TCP/IP hijacking is still alive! After 13 years, Windows 7/XP/2K/9x (and not only) full blind TCP/IP hijacking bug finally got an allocated CVE-2023-34367 (thanks to MITRE). Interestingly, The Pwnie Awards nomination for this research and the published write-up + PoC didn’t help to get it soon...",,,
Luka,Hacktus,Taking Over an Entire Organization - A Journey Through Multiple Bugs,2023-06-12 15:36,https://hacktus.tech/taking-over-an-entire-organization,"Introduction
Today, I want to share a thrilling adventure, a tale of how a few seemingly harmless bugs can snowball into a security nightmare. Through collaborative work with my friend DreyAnd back in April 2023, we managed to expose vulnerabilities ...",,,
Luka,Secret Club,Abusing undocumented features to spoof PE section headers,2023-06-05 23:00,https://secret.club/2023/06/05/spoof-pe-sections.html,"Introduction Some time ago, I accidentally came across some interesting behaviour in PE files while debugging an unrelated project. I noticed that setting the SectionAlignment value in the NT header to a value lower than the page size (4096) resulted in significant differences in the way that the im...",,,
Luka,Stratum Security,Bypassing An Industry-Leading WAF and Exploiting SQLi,2023-06-01 13:12,https://blog.stratumsecurity.com/2023/06/01/sqli-the-road-to-bypassing-an-industry-leading-waf/,"Since we're still going through the disclosure process, the final payload won't be shown here. However, the goal of this blog post is to educate readers on methodologies and how you can manually bypass WAFs too.During a recent engagement, I was tasked with assessing the",,,
Luka,Apple Security Research,What if we had the SockPuppet vulnerability in iOS 16?,2023-05-23 00:00,https://security.apple.com/blog/what-if-we-had-sockpuppet-in-ios16,,,,
Luka,Hacktus,Subdomain Takeover leading to Full Account Takeover,2023-05-08 16:39,https://hacktus.tech/subdomain-takeover-leading-to-full-account-takeover,"Introduction
In this blog post, I will walk you through the discovery of a critical vulnerability in redacted.com. This vulnerability allowed me to take over any user's account by exploiting a subdomain takeover, which led to account takeovers due to...",,,
Luka,Meta Redteam Advisories,Flawed Size Check in MediaTek Preloader Results in Buffer Overflow,2023-05-08 00:00,https://github.com/metaredteam/external-disclosures/security/advisories/GHSA-v45w-cq6c-vcx8,,,,
Luka,Jub0Bs,"A smorgasbord of a bug chain: postMessage, JSONP, WAF bypass, DOM-based XSS, CORS, CSRF...",2023-05-05 17:00,https://jub0bs.com/posts/2023-05-05-smorgasbord-of-a-bug-chain/,"TL;DR ¶
A few months ago, while hunting on a public bug-bounty programme,
I found a nice little bug chain that involved

an insecure message event listener,
a shoddy JSONP endpoint,
a WAF bypass,
DOM-based XSS on an out-of-scope subdomain,
a permissive CORS configuration,

all to achieve CSRF agains...",,,
Luka,Doar E,Competing in Pwn2Own ICS 2022 Miami: Exploiting a zero click remote memory corruption in ICONICS Genesis64,2023-05-05 15:00,https://doar-e.github.io/blog/2023/05/05/competing-in-pwn2own-ics-2022-miami-exploiting-a-zero-click-remote-memory-corruption-in-iconics-genesis64/,"🧾 Introduction
After participating in Pwn2Own Austin in 2021 and failing to land my remote kernel exploit Zenith (which you can read about here), I was eager to try again. It is fun and forces me to look at things I would never have looked at otherwise. The one thing I …",,,
Luka,Johan Carlsson,Grafana: CVE-2023-1387,2023-04-26 13:45,https://joaxcar.com/blog/2023/04/26/grafana-cve/,"Report https://grafana.com/blog https://grafana.com/security/security-advisories/cve-2023-1387/
The post Grafana: CVE-2023-1387 appeared first on Johan Carlsson.",,,
